molecule_smi,active
CC(C)=CC1CC(C)C2CCC(C)c3c(OC4OC(C)C(O)C(O)C4O)c(O)c(C)c1c32,1.0
CC(C)=CC1Oc2cc(O)ccc2-c2oc3cc(O)cc(O)c3c(=O)c21,1.0
CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,0.75
CC(C)=CCCC(C)=CCCC(C)=CCO,1.0
CC(C)=CCCC(C)=CCOC1C=C(C)C(=O)O1,1.0
CC(C)=CCCC(C)CCO,1.0
CC(C)=CCCC(C)CCOC1C=C(C)C(=O)O1,1.0
CC(C)=CCOC1C=C(C)C(=O)O1,1.0
CC(C)=CCOc1ccc(C2COc3c(ccc4c3C=CC(C)(C)O4)C2)c(O)c1,1.0
CC(C)=CCOc1ccc2ccc(=O)oc2c1,1.0
CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,1.0
CC(C)=CCc1c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c2c1=O,1.0
CC(C)=CCc1c(O)c(CC=C(C)C)c2oc(-c3ccc(O)cc3)cc(=O)c2c1O,1.0
CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O,1.0
CC(C)=CCc1c(O)cc(O)c2c(=O)c(-c3ccc(O)cc3)coc12,1.0
CC(C)=CCc1c(O)cc(O)c2c(=O)c(-c3ccc(O)cc3O)coc12,1.0
CC(C)=CCc1c(O)cc(O)c2c(=O)c(-c3ccc4c(c3O)C=CC(C)(C)O4)coc12,1.0
CC(C)=CCc1c(O)cc(O)c2c(=O)c3c(CC=C(C)C)c(O)ccc3oc12,1.0
CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,1.0
CC(C)=CCc1c(O)cc(O)c2c1OCC(c1ccc3c(c1O)C=CC(C)(C)O3)C2=O,1.0
CC(C)=CCc1c(O)cc2c(=O)c3ccc(O)cc3oc2c1O,1.0
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C(c1ccc3c(c1O)C=CC(C)(C)O3)CO2,1.0
CC(C)=CCc1c(O)cc2oc(-c3ccc(O)cc3O)c(C=CC(C)C)c(=O)c2c1O,1.0
CC(C)=CCc1c(O)cc2oc3c(CC=C(C)C)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,1.0
CC(C)=CCc1c(O)cc2oc3c(c(=O)c2c1O)C(C=C(C)C)Oc1cc(O)ccc1-3,1.0
CC(C)=CCc1c(O)cc2occ(-c3cc(O)c4c(c3)C=CC(C)(C)O4)c(=O)c2c1O,1.0
CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,1.0
CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3O)c(=O)c2c1O,1.0
CC(C)=CCc1c(O)cc2occ(-c3ccc4c(c3)C=CC(C)(C)O4)c(=O)c2c1O,1.0
CC(C)=CCc1c(O)cc2occ(-c3ccc4c(c3O)C=CC(C)(C)O4)c(=O)c2c1O,1.0
CC(C)=CCc1c(O)ccc(-c2cc3ccc(O)cc3o2)c1O,1.0
CC(C)=CCc1c(O)ccc(-c2coc3c(CC=C(C)C)c(O)cc(O)c3c2=O)c1O,1.0
CC(C)=CCc1c(O)ccc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)c1O,1.0
CC(C)=CCc1c(O)ccc(-c2coc3cc(O)cc(O)c3c2=O)c1O,1.0
CC(C)=CCc1c(O)ccc(-c2coc3cc(O)ccc3c2=O)c1O,1.0
CC(C)=CCc1c(O)ccc(C(=O)C=Cc2cc(O)c3c(c2)C=CC(C)(C)O3)c1O,1.0
CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)c(O)c2)c1O,1.0
CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2)c1O,1.0
CC(C)=CCc1c(O)ccc(C(=O)C=Cc2ccc(O)cc2O)c1O,1.0
CC(C)=CCc1c(O)ccc(C2COc3c(ccc(O)c3CC=C(C)C)C2)c1O,1.0
CC(C)=CCc1c(O)ccc(C2COc3c(ccc4c3C=CC(C)(C)O4)C2)c1O,1.0
CC(C)=CCc1c(O)ccc(C2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)c1O,1.0
CC(C)=CCc1c(O)ccc2c1OC(c1ccc(O)cc1O)CC2=O,1.0
CC(C)=CCc1c(O)ccc2c1OC(c1ccc3c(c1)C=CC(C)(C)O3)CC2=O,1.0
CC(C)=CCc1c(O)ccc2c1OCC(c1ccc3c(c1O)C=CC(C)(C)O3)C2,1.0
CC(C)=CCc1c(O)ccc2c1oc1c3ccc(O)cc3oc(=O)c21,1.0
CC(C)=CCc1c2c(c(O)c3c(=O)c4c(oc13)-c1cc(O)c(O)cc1OC4C=C(C)C)C=CC(C)(C)O2,1.0
CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)C=CC(C)(C)O2,1.0
CC(C)=CCc1c2c(c3occ(-c4ccc(O)cc4)c(=O)c3c1O)C=CC(C)(C)O2,1.0
CC(C)=CCc1cc(-c2cc(=O)c3c(O)c(CC=C(C)C)c(O)cc3o2)ccc1O,1.0
CC(C)=CCc1cc(-c2cc(=O)c3cc(CC=C(C)C)c(O)cc3o2)ccc1O,1.0
CC(C)=CCc1cc(-c2cc(=O)c3cc4c(cc3o2)OC(C)(C)C=C4)ccc1O,1.0
CC(C)=CCc1cc(-c2coc3c(CC=C(C)C)c(O)cc(O)c3c2=O)cc(O)c1O,1.0
CC(C)=CCc1cc(-c2coc3cc(O)cc(O)c3c2=O)cc(O)c1O,1.0
CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)ccc1O,1.0
CC(C)=CCc1cc(C2CC(=O)c3cc(CC=C(C)C)c(O)cc3O2)ccc1O,1.0
CC(C)=CCc1cc(C2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)ccc1O,1.0
CC(C)=CCc1cc(C2CC(=O)c3ccc(O)cc3O2)cc2c1OC(C)(C)C=C2,1.0
CC(C)=CCc1cc(C2CC(=O)c3ccc(O)cc3O2)ccc1O,1.0
CC(C)=CCc1cc(C2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)ccc1O,1.0
CC(C)=CCc1cc(C2COc3c(ccc4c3C=CC(C)(C)O4)C2)c(O)cc1O,1.0
CC(C)=CCc1cc(C2Oc3c(ccc(O)c3CC=C(C)C)C(=O)C2O)ccc1O,1.0
CC(C)=CCc1cc(C2Oc3c(ccc4c3C=CC(C)(C)O4)C(=O)C2O)ccc1O,1.0
CC(C)=CCc1cc(C2Oc3cc(O)ccc3CC2O)ccc1O,1.0
CC(C)=CCc1cc(C=CC(=O)c2ccc(O)c(CC=C(C)C)c2O)ccc1O,1.0
CC(C)=CCc1cc(C=CC(=O)c2ccc(O)cc2O)ccc1O,1.0
CC(C)=CCc1cc(C=CC(=O)c2ccc3c(c2O)C=CC(C)(C)O3)ccc1O,1.0
CC(C)=CCc1cc(CC(O)C(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O,1.0
CC(C)=CCc1cc(CC(O)C(=O)c2ccc(O)c(CC=C(C)C)c2O)ccc1O,1.0
CC(C)=CCc1cc(CC(O)C(=O)c2ccc(O)cc2O)ccc1O,1.0
CC(C)=CCc1cc2c(=O)cc(-c3ccc(O)cc3)oc2cc1O,1.0
CC(C)=CCc1cc2c(=O)cc(-c3ccc4c(c3)C=CC(C)(C)O4)oc2cc1O,1.0
CC(C)=CCc1cc2c(cc1O)OCC(c1ccc(O)c3c1OC(C)(C)C=C3)=C2,1.0
CC(C)=CCc1ccc(=O)c(O)cc1C(C)C,1.0
CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,1.0
CC(C)C1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1O,1.0
CC(C)C1CCC(C)(O)c2ccc(C(=O)O)cc21,1.0
CC(C)C=Cc1c(O)cc2oc(-c3ccc(O)cc3O)c(C=CC(C)C)c(=O)c2c1O,1.0
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,1.0
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,1.0
CC(C)CCCCCCc1ccc(O)cc1,1.0
CC(C)CCCCCCc1ccc(OCCOCCO)cc1,1.0
CC(C)CCOC(=O)C=Cc1ccccc1,1.0
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1.0
CC(C)O,1.0
CC(C)OC(=O)C1C(=O)CC(C)(O)C(C(=O)OC(C)C)C1c1ccccc1,1.0
CC(C)OC(=O)c1cccc2c1C(=O)c1ccccc1-2,1.0
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,1.0
CC(C)OC1CCCC(O)C1CC(=O)O,1.0
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,1.0
CC(C)Oc1ccc2c3c(c(=O)oc2c1)CCC3,1.0
CC(C)c1c(O)ccc2c1CCC1C(C)(C)CCCC21C,1.0
CC(C)c1cc2c(c(O)c1O)C1(C(=O)O)CCCC(C)(C)C1CC2,1.0
CC(C)c1cc2c(c(O)c1O)C1(C=O)CCCC(C)(C)C1CC2,0.8
CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1C(OC3=O)C2O,1.0
CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O,0.8333333333333334
CC(C)c1cc2c(c(O)c1O)C1=C(CC2)C(C)(C)CCC1=O,1.0
CC(C)c1cc2cc3ccc(=O)oc3cc2o1,1.0
CC(C)c1ccc(C=CC(=O)CCC(=O)O)cc1,1.0
CC(C)c1ccc(OCc2ccc(C(=O)O)o2)cc1,1.0
CC(C)c1ccc2cc(C(C)C)ccc2c1,1.0
CC(C)c1cccc(=O)c(O)c1,1.0
CC(C)c1cccc(C(C)C)c1,1.0
CC(C)c1oc(=O)cc2c1C(O)C1OC(=O)C3(C)CC(O)C(O)C2(C)C13,1.0
CC(C)c1oc(=O)cc2c1C(O)C1OC(=O)C3(C)CCC(O)C2(C)C13,1.0
CC(C=CC(=O)O)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC(=O)O,1.0
CC(C=CC(=O)c1ccc(C)cc1)=Cc1ccccc1,1.0
CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O,1.0
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,0.875
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,1.0
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,1.0
CC(C=Cc1ccc(C)o1)=CC(=O)O,1.0
CC(C=Cc1ccco1)=CC(=O)O,1.0
CC(C=O)=Cc1ccccc1,1.0
CC(C=O)Cc1ccc(C(C)(C)C)cc1,1.0
CC(CC(O)C(O)C(C)(C)O)C1CCC2(C)C3=CCC4C(C)(C)C(=O)CCC4(C)C3CCC12C,1.0
CC(CC(O)C1OC1(C)C)C1=C2CC(O)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1,1.0
CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,1.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CC(=O)C12C,1.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,1.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,1.0
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,1.0
CC(O)(CC(=O)CC(=O)c1ccccc1)c1ccccc1,1.0
CC(O)C1C=CC=CC(=O)OC2CC3OC4C5OC5(C)C(O)CC4(COC(=O)C(O)C(C)CCO1)C2(C)C31CO1,1.0
CC(O)C1C=CC=CC(=O)OC2CC3OC4C5OC5(C)CCC4(COC(=O)C4OC4(C)C(O)CO1)C2(C)C31CO1,1.0
CC(O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.0
CC(O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC3(OCCO3)C12C,1.0
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,1.0
CC1(C(=O)O)C2CCC(O2)C1(C)C(=O)O,1.0
CC1(C(=O)O)CCC(O)C2(C)C1CC(O)C13CC(CCC12)C(CO)C3=O,1.0
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(=O)C(C)(C)C5CC(O)C43C)C2C1,1.0
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,1.0
CC1(C(=O)O)CCC2(C)CCC3(C)C4=C(CCC3(C)C2C1)C1(C)CCC(O)C(C)(C)C1CC4,0.8181818181818182
CC1(C)C(=O)C=CC(=O)C(C)(C)C(=O)C=CC(=O)C(C)(C)c2ccc(o2)C(C)(C)C(=O)C=CC1=O,1.0
CC1(C)C(=O)OC(c2c3ccccc3cc3ccccc23)C(C)(C)C1=O,1.0
CC1(C)C=C(C(=O)O)C(=O)CC1,1.0
CC1(C)C=C(C(=O)OC(C)(C)C)C(=O)CC1,1.0
CC1(C)C=C(CO)C(=O)CC1,1.0
CC1(C)C=C(COC(=O)C2=CC(C)(C)CCC2=O)C(=O)CC1,1.0
CC1(C)C=C(COC(=O)C2CC(C)(C)CCC2=O)C(=O)CC1,1.0
CC1(C)C=Cc2c(O)ccc(-c3cc4ccc(O)cc4o3)c2O1,1.0
CC1(C)C=Cc2c(O)ccc(-c3coc4cc(O)cc(O)c4c3=O)c2O1,1.0
CC1(C)C=Cc2c(O)ccc(C3=Cc4ccc(O)cc4OC3)c2O1,1.0
CC1(C)C=Cc2c(O)ccc(C3COc4cc(O)cc(O)c4C3=O)c2O1,1.0
CC1(C)C=Cc2c(c3c(c4c(=O)c(-c5ccc(O)cc5)coc24)OC(C)(C)CC3)O1,1.0
CC1(C)C=Cc2c(cc(O)c3c(=O)c(-c4ccc(O)cc4)coc23)O1,1.0
CC1(C)C=Cc2c(cc(O)c3c(=O)c(-c4ccc(O)cc4O)coc23)O1,1.0
CC1(C)C=Cc2c(cc(O)c3c2OCC(c2ccc(O)cc2O)C3=O)O1,1.0
CC1(C)C=Cc2c(cc3occ(-c4ccc(O)cc4)c(=O)c3c2O)O1,1.0
CC1(C)C=Cc2c(ccc(-c3cc4ccc(O)cc4o3)c2O)O1,1.0
CC1(C)C=Cc2c(ccc(-c3coc4cc(O)cc(O)c4c3=O)c2O)O1,1.0
CC1(C)C=Cc2c(ccc(-c3coc4cc(O)ccc4c3=O)c2O)O1,1.0
CC1(C)C=Cc2c(ccc(-c3oc4cc(O)ccc4c3C=O)c2O)O1,1.0
CC1(C)C=Cc2c(ccc(C3COc4c(ccc5c4C=CC(C)(C)O5)C3)c2O)O1,1.0
CC1(C)C=Cc2c(ccc3c(=O)c(-c4ccc(O)cc4O)coc23)O1,1.0
CC1(C)C=Cc2c(ccc3c(=O)c(Oc4ccc(O)cc4O)coc23)O1,1.0
CC1(C)C=Cc2c(ccc3c2OC2c4ccc(O)cc4OCC32)O1,1.0
CC1(C)C=Cc2c(ccc3c2OCC(c2ccc(O)cc2O)=C3)O1,1.0
CC1(C)C=Cc2c(ccc3c2OCC(c2ccc(O)cc2O)C3)O1,1.0
CC1(C)C=Cc2c(ccc3c2OCC2c4ccc(O)cc4OC32)O1,1.0
CC1(C)C=Cc2c(ccc3c2OCc2c-3oc3cc(O)ccc23)O1,1.0
CC1(C)C=Cc2c(ccc3cc(-c4ccc(O)cc4O)c(=O)oc23)O1,1.0
CC1(C)C=Cc2c(ccc3cc(-c4ccc(O)cc4O)oc23)O1,1.0
CC1(C)C=Cc2cc(-c3coc4cc(O)cc(O)c4c3=O)cc(O)c2O1,1.0
CC1(C)C=Cc2cc(-c3coc4cc(O)cc(O)c4c3=O)ccc2O1,1.0
CC1(C)C=Cc2cc(-c3coc4cc(O)ccc4c3=O)c(O)cc2O1,1.0
CC1(C)C=Cc2cc(C3CC(=O)c4ccc(O)cc4O3)ccc2O1,1.0
CC1(C)C=Cc2cc(C3CC(=O)c4ccc5c(c4O3)C=CC(C)(C)O5)ccc2O1,1.0
CC1(C)C=Cc2cc(C=CC(=O)c3ccc(O)cc3O)ccc2O1,1.0
CC1(C)C=Cc2cc(CC(O)C(=O)c3ccc(O)cc3O)ccc2O1,1.0
CC1(C)C=Cc2cc3c(cc2O1)OCC(c1ccc(O)c2c1OC(C)(C)C=C2)=C3,1.0
CC1(C)C=Cc2cc3cc(-c4ccc(O)cc4O)c(=O)oc3cc2O1,1.0
CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,1.0
CC1(C)CC(=O)C(C2c3ccccc3Oc3ccccc32)C(=O)C1,1.0
CC1(C)CC(=O)C=C(C#CC2(O)CCCCC2)C1,1.0
CC1(C)CC(=O)C=C(c2ccc(-c3ccccc3)cc2)C1,1.0
CC1(C)CC(=O)C=C(c2ccc(Oc3ccccc3)cc2)C1,1.0
CC1(C)CC(O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,1.0
CC1(C)CC(O)C23CC(OC2=O)C2(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC42C)C3C1,1.0
CC1(C)CC2C=C(C=O)C3(C=O)CC3(C)C2C1,1.0
CC1(C)CC=CC(COC(=O)c2ccccc2C(=O)O)C1,1.0
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5C(O)CC43C)C2C1,1.0
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,0.5714285714285714
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,1.0
CC1(C)CCC2(C)CCC3(C)C4CC5OOC6(O5)C(CCCC6(C)C)C4(C)CCC3(C)C2C1,1.0
CC1(C)CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,1.0
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,1.0
CC1(C)CCCC2C1=CCC1CC(C)(C(O)CO)CC(O)C12C,1.0
CC1(C)COC(c2ccc3c(c2)OCO3)OC1,1.0
CC1(C)COC(c2coc3ccccc3c2=O)OC1,1.0
CC1(C)OC2OC(COC(=O)c3ccccc3)C3OC(C)(C)OC3C2O1,1.0
CC1(C)Oc2ccc3ccc(=O)oc3c2C(C=O)=C1O,1.0
CC1(CCC(=CCO)CO)C(CO)CCC23COC(=O)C2=CCCC31,1.0
CC1(CO)C=Cc2c(ccc(-c3coc4cc(O)ccc4c3=O)c2O)O1,1.0
CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C,1.0
CC12C(=O)OC(=O)C1(C)C1CCC2O1,1.0
CC12C=CC(=O)C=C1C=CC1C2CCC2(C)C(=O)CCC12,1.0
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1.0
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1.0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1.0
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,1.0
CC12C=CC(=O)CC1CCC1C2CCC2(C)C(O)C(O)CC12,1.0
CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.0
CC12CC(=O)C3C(CCC4CC(=O)C=CC43C)C1CCC2=O,1.0
CC12CC(O)C(O)CC1=CCC1C2CCC2(C)C(O)CCC12,1.0
CC12CC(O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,1.0
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C(O)CCC12,1.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)COCC(=O)O,1.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC21OCC1=O,1.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,1.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,1.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,1.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,1.0
CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO,1.0
CC12CCC(O)CC1=CCC1C2CCC2(C)C(OCc3ccccc3)CCC12,1.0
CC12CCC(O)CC1=CCC1C2CCC2(C)C1CC1CC(=O)OC12,1.0
CC12CCC(O)CC1=CCC1C2CCC2(C)C1CCC21CCC(=O)O1,1.0
CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,1.0
CC12CCC(O)CC1CCC1C2CCC2(C)C(C(=O)CO)CCC12,1.0
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)C(O)CC12O,1.0
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,1.0
CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)CC3OC312,1.0
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,1.0
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,1.0
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1=CCC2c1ccc(=O)oc1,1.0
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,1.0
CC12CCC3C(CCC4=CC(=O)CCC43O)C1CCC2=O,1.0
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,1.0
CC12CCC3C(CCC4CC(O)CCC43C)C1C=CC2=O,1.0
CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O,1.0
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,1.0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,1.0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC(=O)O,1.0
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,1.0
CC12CCC=CC1=C(C=O)C1C2CCC2(C)C(O)CCC12,1.0
CC1=C(C)C(=O)OC(C(C)(O)C2(O)CCC3(O)C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC32C)C1,0.78125
CC1=C(CCC(C)CO)OC2CC3C4CCC5CC(O)CCC5(C)C4CC(=O)C3(C)C12,1.0
CC1=C(CO)C(=O)OC(C(C)C2CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC23C)C1,1.0
CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,1.0
CC1=C2CCC(C(=O)O)=CC2C(C(C)C)CC1,1.0
CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)O1,1.0
CC1=CC(=O)C2=C(C)CCC3C(C)C(=O)OC3C12,1.0
CC1=CC(C)C2(CO)COC(c3ccccc3O)C1C2C,1.0
CC1=CC(O)(C(C)C)C(=O)c2cc(C)c(O)cc21,1.0
CC1=CC(O)C(O)C2(C)C1CC1OC(=O)C(O)C3C(C)C(O)C4(O)OCC13C42,1.0
CC1=CC(O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C(=O)C2C13CO,1.0
CC1=CC(OC2CC(C)CCC2C(C)C)OC1=O,1.0
CC1=CC(OC=C2C(=O)C(=C(C)C)CCC2C)OC1=O,1.0
CC1=CC(OC=C2C(=O)C(C(C)C)CCC2C)OC1=O,1.0
CC1=CC(OC=C2C(=O)C(C)C3CC23C(C)C)OC1=O,1.0
CC1=CC(OC=C2C(=O)OC3C4=C(CC23)C(O)CCC4(C)C)OC1=O,1.0
CC1=CC(OC=C2CC3(C)C(CCC4(C)C3CC=C3C5C(C)C(C)CCC5(C)CCC34C)C(C)(C)C2=O)OC1=O,1.0
CC1=CC(OC=C2CC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C)CCC34C)C(C)(C)C2=O)OC1=O,1.0
CC1=CC(OC=C2CC3(C)C(COc4ccc5ccc(=O)oc5c4)C(C)(O)CCC3C(C)(C)C2=O)OC1=O,0.5
CC1=CC(OCC2=CC3CC(C2)C3(C)C)OC1=O,1.0
CC1=CC(OCc2ccc(C(C)C)cc2)OC1=O,1.0
CC1=CC2C(C(O)CC3(C)C2CC(C)C32OCOC23COCO3)C2(C)CC(C=O)=C(O)C=C12,1.0
CC1=CC2OC3CC4OC(=O)C=CC=CC(=O)OCCC(C)C(O)C(=O)OCC2(CC1)C4(C)C31CO1,1.0
CC1=CC2OC3CC4OC(=O)C=CC=CC(=O)OCCC(C)C(O)C(=O)OCC2(CC1O)C4(C)C31CO1,0.6666666666666666
CC1=CC2OC3CC4OC(=O)C=CC=CC(C(C)O)OCC(O)C(C)CC(=O)OCC2(CC1O)C4(C)C31CO1,1.0
CC1=CC2OC3CC4OC(=O)C=CC=CC(C(C)O)OCC(O)C5(C)OC5C(=O)OCC2(CC1O)C4(C)C31CO1,1.0
CC1=CCC(C(C)C)C2C=C(C(=O)O)CC=C12,1.0
CC1=CCC(C(C)C)c2cc(C(=O)O)ccc21,1.0
CC1=CCC(C(C)C)c2cc(C)c(O)cc21,1.0
CC1=CCC(C(C)C)c2cc(C)c(OC(=O)c3ccc(C)cc3)cc21,1.0
CC1=CCC(C(C)C)c2cc(C)c(OC(=O)c3cccc(C)c3)cc21,1.0
CC1=CCC(C(C)C)c2cc(C)c(OC(=O)c3ccccc3)cc21,1.0
CC1C(O)CC23COC(=O)C2=CCCC3C1(C)CCC(=CCO)CO,1.0
CC1C(O)CC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C21,1.0
CC1C=CC(=O)OC1c1ccccc1,1.0
CC1CC(=O)c2c(cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)CC6=O)c(O)cc(O)c3c2O)O1,1.0
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,1.0
CC1CC2(C)C(=CC1=O)CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.0
CC1CC2(C)C(=CC1=O)CCC1C3CCC(C)(O)C3(C)CC3OC312,1.0
CC1CC2(OC3CC4(C)C5=CCC6C(C)(C)C(OC7OCC(O)C(O)C7O)CCC67CC57CCC4(C)C13)OC(O)C1(C)OC21,1.0
CC1CC2(OCC3(C)OC32)OC2CC3(C)C4CCC5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC3(C)C12,1.0
